Дворец спорта Китайского сельскохозяйственного университета ,"Дворец спорта Китайского сельскохозяйственного университета (кит. упр. 中国农业大学体育馆, пиньинь: Zhōngguó Nóngyè Dàxué Tǐyùguǎn) — спортивный объект в Пекине, построенный при подготовке к Олимпиаде 2008 года.
"
Здание Краснопресненского районного Совета ,"Здание Краснопресненского районного Совета — здание в стиле авангард, расположенное по адресу Миусская площадь, д. 2/2 в Тверском районе города Москвы.
"
Сурик (минерал) ,"Су́рик — относительно редкий минерал, по составу — оксид свинца с формулой Pb3O4 (тетраоксид трисвинца, или ортоплюмбат свинца(II)).
"
Зар заман ,"Зар заман, Лихолетье (скорбные времена) — период ликвидации царским правительством ханской власти в 19 в., после введения в 1867—1868 «Положения об управлении казахами» и установления на его основе нового порядка. В связи с отменой ханской власти, были утеряны основные устои, на которых держалось традиционное казахское общество. Получило название по песне-толгау «Зар заман» акына Шортанбая Канайулы. Позднее возникло литературное течение «Зар заман», нашедшее отражение в творчестве Дулата Бабатайулы, Шортанбая Канайулы, Мурата Монкеулы, Абубакира Кердери и др. Основная тема их творчества — протест против экономической, политической, культурной, колонизации Российской империей Казахской степи. В их произведениях нашли отражение объективно существующее ухудшение положения народа, усугубившееся в результате лишения обширных пастбищ и плодородных земель, бесчинств, насилия и взяточничества со стороны чиновников, упадка этических ценностей, отход от канонов ислама и т. д. Не сумев найти путей будущего, многие из них обратились к идеализации прошлого, что привело к сложным противоречиям в их творчестве. Другие искали утешение в мечтах о лучшей жизни в ином мире. Всех их объединяло упадническое настроение: скорбь о былом, боязнь грядущего. Вместе с тем, они стремились к реалистичности, достоверности и конкретности психологических образов и внесли определённый вклад в развитие казахского литературного языка. 
"
Шильцевка ,"Шильцевка — река в России, протекает в Архангельской области. Устье реки находится в 64 км по левому берегу реки Лофтура. Длина реки составляет 23 км. 
"
BTC-E ,"BTC-E — ныне закрытая интернет-площадка торгов фиатными валютами и криптовалютами в реальном времени, ориентированная в первую очередь на русскоязычных пользователей. По состоянию на март 2014 года занимала третье место по объёму торгов на паре биткойн/доллар и первое на паре биткойн/рубль. Собственники площадки не раскрывались. Летом 2017 года сервис был закрыт, а серверы и активы, расположенные в США, арестованы ФБР. Аккаунты клиентов перешли на новый сервис обмена WEX, который в конце 2018 года также прекратил работу, не вернув клиентам их активы.
"
"Кюриаль, Филибер-Жан-Батист Франсуа ","Филибер Жан-Батист Франсуа Жозеф Кюриаль (фр. Philibert Jean-Baptiste François Joseph Curial; 1774—1829) — французский военный деятель, дивизионный генерал (1809 год), граф (1814 год), командир гвардейских пехотных частей в армии Наполеона. Участник революционных и наполеоновских войн.
"
Крупец (Шосткинский район) ,"Крупец (укр. Крупець) — село,
Мироновский сельский совет,
Шосткинский район,
Сумская область,
Украина.
"
Елизавето-Николаевка ,"Елизаве́то-Никола́евка (укр. Єлизавето-Миколаївка) — село на Украине, находится в Амвросиевском районе Донецкой области.
"
Лучоб (парк) ,"Парк «Лучоб» (Лучобский парк, тадж. Боғи Лучоб) — парк в Таджикистане. Расположен у высокого одноимённого холма (около 60 м над уровнем реки), возвышающегося над реками Лючоб и Душанбинка в северо-западной части  города Душанбе.
"
Бердетт (Арканзас) ,"Бердетт (англ. Burdette) — город, расположенный в округе Миссисипи (штат Арканзас, США) с населением в 129 человек по статистическим данным переписи 2000 года.
"
Тульский областной театр юного зрителя ,"Тульский областной театр юного зрителя — театр юного зрителя в Туле.
"
Наша Украина ,"Блок па́ртий «На́ша Украи́на — Наро́дная самооборо́на» (укр. Наша Україна — Народна самооборона) — предвыборный блок украинских национально-демократических партий, в состав которого входили: «Наша Украина», «Вперёд, Украина!», «Народный рух Украины», Христианско-демократический союз, УРП «Собор», Европейская партия Украины, Украинская народная партия, Гражданская партия «Пора» и Партия защитников отечества. Был создан и зарегистрирован перед досрочными парламентскими выборами 2007 года. По итогам выборов получил 14,15 % голосов (72 места в парламенте, занял третье место).
"
"Тромбер, Жорж ","Жорж Огюст Эрнест Тромбер (фр. Georges Auguste Ernest Trombert, 10 августа 1874 — 27 февраля 1949) — французский фехтовальщик, призёр Олимпийских игр.
"
Гран-при Бразилии 1981 года ,"Гран-при Бразилии 1981 года — второй этап чемпионата мира по автогонкам в классе Формула-1 сезона 1981 года. Прошёл на автодроме имени Нельсона Пике в Жакарепагуа. Соревнования состоялись 29 марта 1981 года.
"
Магия шахматного бокса ,"«Магия шахматного бокса» (кит. 雙馬連環) — тайваньский[1] фильм с боевыми искусствами режиссёра Джозефа Го, вышедший в 1979 году.
"
"Дубовицкий, Виктор Васильевич ","Дубовицкий Виктор Васильевич — (род. 30 мая 1954, с. Новосергиевка, Оренбургская область) — ученый-историк, публицист, писатель, общественный деятель. Лауреат премии Союза журналистов Республики Таджикистан (2010), удостоен премии издательства «Граница» Погранвойск ФСБ РФ — «Золотое перо границы» (2001, 2013) 
"
Плотниково (Томский район) ,"Пло́тниково — деревня в Томском районе Томской области. Входит в состав Мирненского сельского поселения[1].
"
Discharge ,"Discharge (с англ. — «разряд») — британская хардкор-панк-группа, образованная в 1977 году в Сток-он-Тренте Терри Робертсом и Роем Уэйнрайтом. Группа, считающаяся одной из первых в хардкоре, использовала тяжелый гитарный «грайнд» и агрессивный скриминг, а основными темами в её текстах были пацифизм и анархизм. Первый альбом группы Hear Nothing See Nothing Say Nothing (1982) поднялся до 2-го места UK Indie Charts и до 40-го места[1] в общенациональных списках и считается классикой наследия движения UK 82. С приходом гитариста Питера Пёртхилла в стиле группы появились элементы трэша, а в 90-х годах Discharge выпустили несколько альбомов «металлического» звучания, что вызвало недовольство части давних поклонников. В 2001 году первый состав воссоединился и заиграл ту музыку, с которой приобрел известность в начале 80-х.[2]"
Hall of Fame Tennis Championships ,"Hall of Fame Tennis Championships — мужской профессиональный международный теннисный турнир, проходящий в июле в Ньюпорте (США) на открытых травяных кортах, прилегающих к комплексу Международного зала теннисной славы. С 2009 года относится к серии ATP 250 с призовым фондом около 652 тысячи долларов и турнирной сеткой, рассчитанной на 28 участников в одиночном разряде и 16 пар.
"
Савкино (Грязовецкий район) ,"Савкино — деревня в Грязовецком районе Вологодской области.
"
"Шаллер, Иоганн Непомук ","Иоганн Непомук Шаллер (нем. Johann Nepomuk Schaller; 30 марта 1777, Вена — 16 февраля 1842, Вена) — австрийский скульптор.
"
Турну-Мэгуреле ,"Турну-Мэгуреле (рум. Turnu Măgurele) — город в Румынии, в жудеце Телеорман.
"
"Куин (тауншип, Миннесота) ","Куин (англ. Queen) — тауншип в округе Полк, Миннесота, США. На 2000 год его население составило 198 человек.
"
"Обианг Мангу, Теодор Нгема ","Теодоро Нгема Обианг Мангу  (исп. Teodoro Nguema Obiang Mangue; родился 25 июня 1969 года) — политик Экваториальной Гвинеи, с июня 2016 года — первый вице-президент страны. Он является сыном Президента экваториальной Гвинеи Теодоро Обианг Нгема Мбасого и его первой жены, Констанции Манг Нсуе Окомо. В течение многих лет он занимал пост министра сельского и лесного хозяйства в правительстве своего отца, а затем был назначен вторым вице-президентом, отвечающим за оборону и безопасность, в мае 2012 года. Он был назначен на должность первого вице-президента в июне 2016 года.
"
Верхнеурледимское сельское поселение ,"Верхнеурледимское се́льское поселе́ние — упразднённое муниципальное образование в Рузаевском районе Мордовии Российской Федерации.
"
Чоботовская улица ,"Чо́ботовская улица — улица в районе Ново-Переделкино Западного административного округа города Москвы. Расположена между Боровским шоссе и Лукинской улицей. Нумерация домов ведётся от Боровского шоссе. С нечётной (левой) стороны к Чоботовской примыкает улица Скульптора Мухиной.
"
Лукашенки ,"Лукашенки — деревня в Усвятском районе Псковской области России. Входит в состав Усвятской волости.
"
"Шмидт-Нильсен, Йоханне ","Йоханне Шмидт-Нильсен (дат. Johanne Schmidt-Nielsen; родилась 22 февраля 1984 года в Оденсе) — датская общественно-политическая деятельница левого толка, депутат парламента (фолькетинга) от Красно-зеленого альянса в 2007—2019 гг. от Нёрребро. С 2009 года была первым спикером своей партии, пресса называла её «новой королевой Красно-зеленого альянса»[2].
"
Ленинское (Тимирязевский район) ,"Ленинское (каз. Ленинское) — село в Тимирязевском районе Северо-Казахстанской области Казахстана. Административный центр Ленинского сельского округа. Находится примерно в 40 км к юго-юго-западу (SSW) от села Тимирязево, административного центра района, на высоте 197 метров над уровнем моря[1]. Код КАТО — 596247100[2].
"
Сторожинецкий район ,"Сторожине́цкий райо́н (укр. Сторожинецький район, рум. Raionul Storojinet) — административная единица Черновицкой области Украины. Административный центр — город Сторожинец.
"
Озёрская ГЭС ,"Озёрская гидроэлектроста́нция — малая гидроэлектростанция на реке Анграпа у города Озёрска Калининградской области Российской Федерации. Собственник станции — ОАО «Янтарьэнерго».
"
Центральноевропейская женская баскетбольная лига 2015/2016 ,"Центральноевропейская женская баскетбольная лига 2015/2016 — являлся 9 сезоном ЦЕЖБЛ, в котором участвовали женские баскетбольные клубы из 4 стран: Чехия, Румыния, Словакия, Австрия.
"
Гамбит Морра ,"Гамбит Морра — шахматный дебют, начинающийся ходами: 1. e2-e4 c7-c5  2. d2-d4 c5:d4  3. c2-c3.
"
Ossubtus xinguense ,"Ossubtus xinguense  (лат.) — вид лучепёрых рыб из семейства пираньевых (Serrasalmidae), единственный вид рода Ossubtus.
"
Google Класс ,"Google Класс — бесплатный веб-сервис, разработанный Google для школ, который призван упростить создание, распространение и оценку заданий безбумажным способом. Основная цель Google Класс — упростить процесс обмена файлами между учителями и учениками. [1]"
Северное (Новосибирская область) ,"Се́верное — село, административный центр Северного района Новосибирской области. Население Северного — 5 710 жителей (2007)[2]. В 2002 году Северное по численности населения находилось на 11 месте среди сёл Новосибирской области и на 739 месте среди всех сельских поселений России[3].
"
Адриан III ,"Адриан III (лат. Hadrianus PP. III; ? — 15 сентября 885) — Папа Римский с 17 мая 884 года по 15 сентября 885 года.
"
Малое Лупаково ,"Малое Лупаково — деревня в Ступинском районе Московской области в составе Леонтьевского сельского поселения (до 2006 года входила в Алфимовский сельский округ[2]). В деревне на 2015 год 1 улица — Широкая[3], впервые упоминается в 1577 году, как пустошь, что была деревней Лупаково, позже — сельцо Лопаковка[4].
"
Граклиани ,"Граклиани (груз. გრაკლიანი) — гора и археологический памятник национального значения в Грузии. Находится на берегу реки Лехуры близ села Игоети Каспского муниципалитета в крае Шида-Картли[1][2][3].
"
Доктор Кто (персонаж) ,"Доктор Кто (англ. Dr. Who) — персонаж, основанный на образе Доктора из культового британского телесериала «Доктор Кто». Появился в фильмах «Доктор Кто и Далеки» 1965 года и «Вторжение Далеков на Землю» 1966 года, где его роль исполнил английский актёр Питер Кушинг. Также в разработке студии AARU Productions находился ещё один фильм с Кушингом, однако проект был отозван из-за низких рейтингов второго фильма[1]. Впоследствии Кушинг выпустил свою автобиографию, в которой не стал упоминать об участии в данных фильмах[2], однако у него имелись газетные вырезки статей, посвящённых им[3].
"
Гобернадор-Грегорес ,"Гобернадор-Грегорес (исп. Gobernador Gregores) — город и муниципалитет в департаменте Рио-Чико провинции Санта-Крус (Аргентина), административный центр департамента.
"
Лук винтолистный ,"Лук винтолистный (лат. Allium helicophyllum) — многолетнее травянистое растение, вид рода Лук (Allium) семейства Амариллисовые (Amaryllidaceae).
"
Монумент первооткрывателям башкирской нефти ,"Монумент первооткрывателям башкирской нефти (башк. Беренсе башҡорт нефтен асыусыларға һәйкәл) — выдающийся памятник монументального искусства в городе Ишимбае. Главный символ города Ишимбая и нефтяной промышленности Башкирии[1].
"
"Ларин, Александр Михайлович ","Алекса́ндр Миха́йлович Ла́рин (13 сентября 1924, Харьков — 25 декабря 1998) — советский и российский юрист, специалист в области криминалистической тактики и организации расследования. Заслуженный юрист Российской Федерации. Действительный член Международной академии информатизации.
"
"Огава, Наоя ","Нао́я Ога́ва (яп. 小川 直也, 31 марта 1968, Токио) — японский дзюдоист, выступал за сборную Японии в конце 1980-х — середине 1990-х годов. Серебряный призёр летних Олимпийских игр в Барселоне, четырёхкратный чемпион мира, чемпион Азии, шестикратный чемпион Японии, победитель многих турниров национального и международного значения. Также известен как профессиональный реслер и боец смешанного стиля.
"
"Менгер, Карл ","Карл Ме́нгер (нем. Carl Menger; 23 февраля 1840, Нёй-Сандец, Галиция, Австрийская империя, ныне Новы-Сонч, Польша — 27 февраля 1921, Вена, Австрия) — австрийский экономист, основатель австрийской школы.
"
Учебно-производственный комбинат ,"Учебно-производственный комбинат (УПК) — организация, обеспечивающая старшеклассникам начальную профессиональную трудовую подготовку.
"
"Шлепецкий, Иван Степанович ","Шлепецкий, Иван Степанович (9 апреля 1907 (1907-04-09), Великий Буковец — 9 октября 1976, Прага) — общественный и политический деятель Чехословакии, русин по происхождению, принадлежал к русофильскому направлению. Дядя историка литературы Андрея Шлепецкого.
"
РЕН ТВ ,"«РЕН ТВ» — общероссийский федеральный телеканал[9]. Был основан осенью 1991 года как телекомпания, которая производила передачи для ОРТ (с 27 декабря 1991 года по 31 марта 1995 года — «1-й канал Останкино»), РТР, НТВ[10]. 1 января 1997 года был запущен телеканал под брендом «REN-TV» (поначалу вещал с логотипом «REN-TV НВС»)[11]. Основной акционер «РЕН ТВ» — «Национальная Медиа Группа» (82 %), в который, помимо «РЕН ТВ», также входят телеканалы «Пятый канал», «Первый канал», «IZ.RU» и «78», газеты «Известия» и «Спорт-Экспресс», а также активы холдинга «СТС Медиа». Программы и сотрудники телеканала неоднократно становились лауреатами национальной телевизионной премии «ТЭФИ» и других профессиональных наград.
"
Главное управление по контролю за оборотом наркотиков МВД России ,"Главное управление по контролю за оборотом наркотиков Министерства внутренних дел Российской Федерации (ГУНК МВД России) — подразделение в структуре Министерства внутренних дел Российской Федерации, занимающееся исполнением федерального законодательства о наркотиках, являющееся самостоятельным структурным оперативным подразделением центрального аппарата Министерства внутренних дел РФ.
"
Юрий Юрьевич (князь слуцкий) ,"Ю́рий (II) Ю́рьевич Слу́цкий (ок. 1531 — 9 ноября 1578) — удельный князь Слуцкий (1560—1578), участник Ливонской войны. Член Рады Великого княжества Литовского.
"
Ро Большой Медведицы ,"Ро Большой Медведицы (ρ Ursae Majoris, ρ UMa) — одиночная[10] звезда в  северном созвездии Большой Медведицы. Является слабо видимой невооружённым глазом, обладает видимой звёздной величиной 4,74.[2] Расстояние до данной звезды, полученное при измерении параллакса, равного 10,37 мсд,[1] составляет около 315 световых лет.
"
"Даховский, Андрей Игоревич ","Андрей Игоревич Даховский (укр. Даховський Андрій Ігорович) — украинский продюсер, основатель одного из крупнейших украинских лейблов Ukrainian records. Украинский лицензиат самого большого мэйджора Universal Records и один из ведущих защитников копирайта на Украине[1].
"
"Нольте, Харри ","Ха́рри Но́льте (нем. Harry Nolte; 11 июня 1961, Цвиккау) — немецкий гребец-байдарочник, выступал за сборную ГДР на всём протяжении 1980-х годов. Бронзовый призёр чемпионата мира, участник летних Олимпийских игр в Москве, многократный победитель регат национального значения.
"
Меню (приток Белой) ,"Меню (Бугульчан) — река в России, протекает в Республике Башкортостан. Устье реки находится в 904 км по левому берегу реки Белой. Длина реки составляет 22 км. 
"
"Исаков, Виктор Фёдорович ","Виктор Фёдорович Исаков (род. 12 декабря 1932 года) — советский и российский дипломат, кандидат исторических наук.
"
"Пялль, Эдуард Николаевич ","Эдуард Николаевич Пялль, псевдоним Hugo Angervaks (15 октября 1903, с. Кооса — 13 июня 1989, г. Таллин) — эстонский писатель, лингвист, литературовед и политик — коммунист, председатель Президиума Верховного Совета Эстонской ССР в 1947—1950 годы.
"
"Корпиярви (озеро, бассейн Тулемайоки) ","Ко́рпия́рви[4] (фин. Korpijärvi[5]) — озеро на территории Лоймольского сельского поселения Суоярвского района Республики Карелия[6].
"
Фильтрация сенсорной информации ,"Фильтрация сенсорной информации — фильтрация афферентных сигналов нервной системой. В результате такой фильтрации на определённые уровни обработки поступает только часть полученной предшествующими уровнями сенсорной информации.
"
Федяковское кладбище ,"Нижегородское кладбище (часто употребляемое название — Федяковское кладбище) — кладбище, расположенное на территории Кстовского района Нижегородской области у деревни Федяково, напротив торгового центра «МЕГА». Данный погост считается городским муниципальным кладбищем Нижнего Новгорода и относится к юрисдикции Приокского района города[1].
"
Иаков (Кротков) ,"Епископ Иаков (в миру Алексей Иванович Кротков или Коротков; 20 октября (3 ноября) 1811 (1811-11-03), Волоколамск — 1 (13) сентября 1885, Москва) — епископ Русской православной церкви, епископ Муромский, викарий Владимирской епархии.
"
Иранская организация авиационной промышленности ,"Иранская организация авиационной промышленности (перс. سازمان صنایع هوایی ایران‎; IAIO) создана в 1966 году с целью планирования, контроля и управления авиационной промышленностью Ирана.
IAIO является регулятором и координатором и содействует важнейшим предприятиям иранской авиапромышленности, поставляя технологии, компетенцию и комплектующие.
"
Фонтанеда ,"Фонтанеда (кат. Fontaneda) — деревня в Андорре, на территории общины Сан-Жулиа-де-Лория. Расположена на юго-западе страны, вблизи границы с Испанией. Основной достопримечательностью деревни является церковь Сан-Мигель, построенная в XI—XII веках.
"
Планалту (Баия) ,"Планалту (порт. Planalto)  —  муниципалитет в Бразилии, входит в штат Баия. Составная часть мезорегиона Юго-центральная часть штата Баия. Входит в экономико-статистический  микрорегион Витория-да-Конкиста. Население составляет 20 380 человек на 2006 год. Занимает площадь 722,987 км². Плотность населения — 28,2 чел./км².
"
Людвиг I (ландграф Тюрингии) ,"Людвиг I (нем. Ludwig I.; ум. 12 января 1140) — первый ландграф Тюрингии из династии Людовингов. Сын Людвига Скакуна и его жены Адельгейды фон Штаде.
"
Понтинусы ,"Понтинусы[2] (лат. Pontinus) — род морских лучепёрых рыб из семейства скорпеновых отряда скорпенообразных. Представители рода распространены в Индийском, Атлантическом и Тихом океанах. Длина тела составляет от 14 до 54,9 см[3]. Известны с раннего олигоцена[4]. Это придонные хищные рыбы, поджидающие добычу в засаде.
"
"Грешко, Вратислав ","Вратислав Грешко (словацк. Vratislav Greško, род. 24 июля 1977(1977-07-24)[1], Тайов, Среднесловацкий край[d]) — словацкий футболист, выступавший на позиции левого защитника. Известен в европейском футболе как мастер навесов.
"
Василий Павлово-Посадский ,"Праведный Василий Павлово-Посадский (в миру Василий Иванович Грязнов; 21 февраля 1816 — 16 февраля 1869) — православный подвижник, известный своим обращением старообрядцев. Канонизированн Русской православной церковью как святой в лике праведных.
"
Церковь Святого Серафима Саровского (Париж) ,"Церковь Святого Серафима Саровского (фр. Église Saint-Séraphin-de-Sarov) — православный храм Архиепископии православных русских церквей в Западной Европе Московского Патриархата[1], расположенный в городе Париже во Франции.
"
"Павлов, Чингис Ефимович ","Чинги́с Ефи́мович Па́влов (1928—1980) — бурятский советский композитор, педагог, общественный деятель.
"
Выборы глав субъектов Российской Федерации в 2012 году ,"В 2012 году в России вновь прошли выборы глав субъектов, после их отмены в 2005 году.[1] Особенностью является то, что все выборы в этом году (впервые) прошли в один день, в рамках Единого дня голосования 14 октября 2012 года и по официальным данным были переизбраны действующие главы региона и временно исполняющие обязанности (все они занимали посты глав регионов ещё до получения статуса и.о.) в первом туре. Все выборы проходили в областях. Все кандидаты выдвигались от какой-либо политической партии. Количество кандидатов на руководящий пост ни в одном регионе не превысило четырёх.
"
"Силва, Долорес ","Долорес Изабел Жакоми Силва (порт. Dolores Isabel Jacome Silva; 7 августа 1991, Португалия) — португальская футболистка. Выступает за «УСВ Йена» и сборную Португалии.
"
13C ЯМР-спектроскопия ,"Спектроскопия ядерного магнитного резонанса на ядрах углерода-13, 13C ЯМР-спектроскопия  — один из методов ЯМР-спектроскопии, использующий ядра изотопа углерода 13C. Ядро 13C имеет в основном состоянии спин 1/2, его содержание в природе составляет 1,12 %. Сигналы ядер 13С расщепляются за счёт спин-спинового взаимодействия с другими магнитными ядрами, что приводит к усложнению спектра. Поэтому часто в данном методе используется полное или частичное подавление спин-спинового взаимодействия.
"
"Родриг, Олинд ","Бенжаме́н Оли́нд Родри́г  (фр. Benjamin Olinde Rodrigues;  6 октября 1795 (1795-10-06), Бордо — 17 декабря 1851, Париж) — французский математик, механик и экономист, последователь социалиста-утописта А. Сен-Симона[2].
"
Гари (Шекснинский район) ,"Гари — деревня в Шекснинском районе Вологодской области.
"
"Оде, Дейв ","Дейв Оде (англ. Dave Audé; род. 12 октября 1969, Калифорния, США) — американский композитор, диджей и продюсер. 132 ремикса, которые он сделал на песни различных исполнителей, попали на первую строчку чарта Billboard Dance Club Songs, что является абсолютным рекордом[1]. В 2016 году артист выиграл премию «Грэмми» за лучший неклассический ремикс песни «Uptown Funk» Марка Ронсона и Бруно Марса[2].
"
Ионишкское староство ,"Йонишкское староство (лит. Joniškio seniūnija)[5] — одно из десяти староств Ионишкского района, Шяуляйского уезда Литвы. Административный центр — город Ионишкис[6].
"
Чемпион Соединённых Штатов WWE ,"Чемпион Соединённых Штатов WWE (англ. WWE United States Champion)[1] — чемпионский титул[1] в рестлинг-компании WWE[2]. Ныне защищается на бренде Raw,[3]. Наряду с титулом Интерконтинентального чемпиона WWE[4] является одним из двух второстепенных титулов в WWE[2].
"
Джавахарлал Неру (стадион) ,"Стадион Джавахарлал Неру  (хинди जवाहरलाल नेहरू स्टेडियम) — мультиспортивный стадион в Дели, Индия. Построен в 1982 году. Эта массивная конструкция является всецелевой спортивной ареной, которая принимает футбол и другие спортивные игры, а также широко-масштабные концертные мероприятия, такие как концерты ведущих индийских артистов и известнейших постановок. Вместимость 60,000 человек[1]. Стадион также является главным офисом Индийской олимпийской ассоциации.
"
Бастия-2 ,"Бастия-2 (фр. Bastia-2) — кантон во Франции, находится в регионе Корсика, департамент Верхняя Корсика. Входит в состав округа Бастия.
"
Союз социалистов-революционеров-максималистов ,"Союз социалистов-революционеров-максималистов (максималисты) — российская политическая партия, выделилась из партии эсеров, оформилась в 1906 году. Объединяла в основном рабочих и учащихся.[1]"
Заречье (городской округ Егорьевск) ,"Заре́чье — деревня в Егорьевском муниципальном районе Московской области. Входит в состав сельского поселения Саввинское. Население — 1[1] чел. (2010).
"
Древняя Русь. Вопросы медиевистики ,"«Древняя Русь. Вопросы медиевистики» — периодическое научное издание Института славяноведения РАН. Посвящено комплексному исследованию Древней Руси. Выходит с сентября 2000 года, периодичность — четыре номера в год. Главный редактор — доктор филологических наук, профессор Е. Л. Конявская. Редакция находится в Москве.
"
"Энклар, Берт ","Берт Энклар (нидерл. Bert Enklaar; 1 декабря 1924 — 3 октября 1996) — нидерландский шахматист, международный мастер (1973).
"
"Куприенко, Илья Киреевич ","Илья Киреевич Куприенко (28.08.1916 — 19.03.1988) — автоматчик; командир отделения стрелковой роты 937-го стрелкового полка 238-й стрелковой дивизии 2-го Белорусского фронта, ефрейтор.
"
Россия и Европейский союз ,"Ныне действующее Соглашение о партнёрстве и сотрудничестве (СПС) Евросоюза и России было подписано в 1994 году.
"
Открытый чемпионат США по теннису 2015 ,"Открытый чемпионат США 2015 — 135-й розыгрыш ежегодного профессионального теннисного турнира серии Большого шлема, проводящегося в американском городе Нью-Йорк на кортах местного Национального теннисного центра. Традиционно выявляются победители соревнования в девяти разрядах: в пяти — у взрослых и четырёх — у старших юниоров.
"
"Хабаровский, Владислав Юрьевич ","Владисла́в Ю́рьевич Хаба́ровский (р. 11 января 1960) — российский тренер по пауэрлифтингу.
"
